ticker,price,change_pct,div_yield,market_cap
WYNN,115.3499984741211,-0.8253796789816245,0.86,11993692160.0
TIGO,63.95000076293945,-0.8219642779177198,4.65,10685085696.0
FTI,61.7599983215332,-0.8190173959873207,0.32,25384376320.0
CEG,291.6600036621094,-0.8127815779887353,0.53,105665527808.0
SYF,72.26000213623047,-0.8098783119401336,1.65,26025965568.0
FTV,57.86000061035156,-0.8057623966212495,0.41,18377009152.0
ETN,377.32000732421875,-0.8044580470354834,1.09,146890686464.0
CLX,122.22000122070312,-0.7954510972518697,4.03,14908441600.0
ITW,293.82000732421875,-0.7901122058873081,2.17,84678926336.0
UNP,262.9700012207031,-0.7660372752063679,2.08,156044165120.0
MSCI,541.1199951171875,-0.7574516062012838,1.5,40659505152.0
AFL,112.76000213623047,-0.7569095137849162,2.15,59099086848.0
AMX,23.809999465942383,-0.7503139095169383,2.35,71712448512.0
EG,342.92999267578125,-0.7467271618538323,2.32,14395534336.0
SGI,89.44999694824219,-0.7434595849091393,0.75,18776240128.0
PGR,201.77000427246094,-0.7428150904680758,6.84,118277578752.0
HPE,21.389999389648438,-0.7424587149727139,2.65,28545662976.0
KO,78.91000366210938,-0.7296442536759833,2.57,339439976448.0
CHT,42.52000045776367,-0.7237949101983072,3.9,33111273472.0
FCNCA,2045.300048828125,-0.7145547404182254,0.41,25064499200.0
KLAC,1469.9000244140625,-0.7025619179230351,0.51,193133592576.0
CMCSA,31.3799991607666,-0.6962063862256596,4.18,114345410560.0
ICE,154.11000061035156,-0.695922297869964,1.34,87870218240.0
CFG,64.58999633789062,-0.6918889472667378,2.83,27740512256.0
ASX,23.18000030517578,-0.6855177650646628,1.53,50695688192.0
ING,29.030000686645508,-0.6842246278582008,4.39,84980563968.0
KEY,21.790000915527344,-0.6836810158569868,3.74,24021319680.0
ESS,254.42999267578125,-0.6831134553957077,4.01,17582753792.0
LAMR,132.8300018310547,-0.6729932888938536,4.64,13453498368.0
HIG,140.30999755859375,-0.6725166255023567,1.7,39132499968.0
EQIX,918.030029296875,-0.6718991823676917,2.08,90200973312.0
ASML,1458.9300537109375,-0.6665611680557963,0.6,566280323072.0
AME,232.75,-0.665783609256213,0.58,53754531840.0
AU,107.62999725341797,-0.6645142878106214,2.33,54341124096.0
DDS,663.2899780273438,-0.6560134489978842,0.18,10355923968.0
WRB,70.33999633789062,-0.6497269689817712,0.51,26730688512.0
SPGI,416.6700134277344,-0.6461899526743958,0.93,126167678976.0
LII,550.3200073242188,-0.6445336131370212,0.94,19301255168.0
TM,241.64999389648438,-0.6373367891479391,2.36,314964967424.0
OSK,170.49000549316406,-0.6352700351197594,1.33,10911413248.0
BCH,42.2599983215332,-0.6348470856178464,4.88,21344909312.0
ASR,374.8599853515625,-0.6256338109070286,6.82,11310004224.0
C,115.55000305175781,-0.6192428073416734,2.06,206749712384.0
TRI,85.16000366210938,-0.6185071352510247,3.06,37896200192.0
DOW,31.389999389648438,-0.6016483043592097,5.54,22523394048.0
TROW,94.36000061035156,-0.6004421078603338,5.48,20592842752.0
NGG,90.2699966430664,-0.5946491906674884,3.44,89751691264.0
APD,280.7200012207031,-0.5913854389693859,2.56,62503993344.0
BEKE,17.1200008392334,-0.5807112549856068,2.09,19193802752.0
ADP,215.97000122070312,-0.5708786219953179,3.13,87348797440.0
UL,72.01000213623047,-0.5661364858894123,3.06,157455794176.0
WCC,300.05999755859375,-0.5567683204590562,0.6,14601734144.0
GWW,1127.72998046875,-0.5564229106907429,0.8,53941854208.0
CVS,77.31999969482422,-0.5530550548884646,3.42,98367356928.0
SUI,129.27999877929688,-0.5462010030490578,3.2,16632196096.0
BCE,25.56999969482422,-0.5445328457167817,4.99,23844685824.0
GSK,60.849998474121094,-0.5393949483631657,2.92,122104176640.0
IEX,207.86000061035156,-0.5359341277084296,1.36,15649215488.0
ECL,301.0,-0.525462294568105,0.97,85371092992.0
CINF,162.39999389648438,-0.5206775519238132,2.17,25337405440.0
TSM,360.3900146484375,-0.5162024697115615,0.98,1869164445696.0
MKSI,249.0800018310547,-0.511263291331032,0.4,16730571776.0
JD,27.270000457763672,-0.5107602715351909,3.65,40234323968.0
RPRX,45.11000061035156,-0.5072773300888495,2.07,26092040192.0
F,13.779999732971191,-0.5054198308340181,4.33,54974967808.0
UPS,115.54000091552734,-0.4994848581949071,5.65,98022473728.0
RDY,14.350000381469727,-0.4854347742986228,0.63,12048088064.0
FLS,88.20999908447266,-0.485108650876184,0.99,11212859392.0
ALLY,41.900001525878906,-0.4750521508097578,2.85,12925856768.0
A,126.33999633789062,-0.47266904992583364,0.8,35817246720.0
TJX,156.50999450683594,-0.4579286651834563,1.08,174186037248.0
OHI,46.529998779296875,-0.44930015324896877,5.73,14134883328.0
BIP,38.099998474121094,-0.44421735460964845,4.76,17664718848.0
SHG,69.58999633789062,-0.44349811333481703,2.27,33232271360.0
NTES,119.16000366210938,-0.44280956511495917,2.49,76645138432.0
VTRS,15.979999542236328,-0.4361351909761133,2.99,18448386048.0
ORI,41.52000045776367,-0.4316554001978703,2.78,10274123776.0
GGG,93.0199966430664,-0.42817548032437747,1.26,15422168064.0
V,318.92999267578125,-0.4277225005931063,0.84,614909607936.0
PLD,139.0399932861328,-0.42255358880411664,3.07,129149665280.0
BALL,66.02999877929688,-0.42225726075386844,1.21,17969991680.0
QSR,68.58000183105469,-0.40662035552579334,3.78,31259764736.0
KOF,112.0999984741211,-0.3998263575610721,3.55,23550330880.0
KIM,22.56999969482422,-0.3971763159485154,4.59,15284269056.0
TME,15.229999542236328,-0.39241608741918954,1.18,25650384896.0
BRO,69.41999816894531,-0.3874361644454682,0.9,23701432320.0
WBS,72.19999694824219,-0.3725738483688656,2.21,11641245696.0
WWD,390.9200134277344,-0.3720860994214431,0.33,23453945856.0
BSAC,35.560001373291016,-0.3642400067807342,3.73,16752862208.0
CHRW,185.19000244140625,-0.3604854012402261,1.36,21967392768.0
DOC,17.059999465942383,-0.3504752940987728,7.13,11857449984.0
EGP,190.63999938964844,-0.3450097499114025,3.24,10170415104.0
CNA,49.150001525878906,-0.34468404297892274,3.89,13303597056.0
TD,95.80999755859375,-0.3432513346679087,3.3,161384333312.0
NWS,26.190000534057617,-0.34246632510030817,0.76,14516910080.0
CCK,113.69999694824219,-0.3331038540613484,0.91,13115055104.0
RL,376.8399963378906,-0.3279703444810587,0.97,22851825664.0
MCO,449.2900085449219,-0.32611615690297363,0.83,80584048640.0
PFG,92.1500015258789,-0.32449478882214855,3.39,20244787200.0
FHN,25.020000457763672,-0.3187247907976737,2.71,12319700992.0
LECO,288.1199951171875,-0.31829968189036667,1.09,15900262400.0
VLTO,93.9800033569336,-0.31819625185353506,0.55,23334985728.0
AIG,79.54000091552734,-0.3133224678925268,2.26,42917879808.0
COR,359.1099853515625,-0.3109195793262582,0.67,69857910784.0
ADI,345.29998779296875,-0.3089203277716749,1.18,169077555200.0
VTR,85.4800033569336,-0.3032359614109593,2.43,40600027136.0
ITT,204.32000732421875,-0.3025251828835909,0.75,17579696128.0
WTW,301.010009765625,-0.3014055450574453,1.22,28821291008.0
TU,13.520000457763672,-0.2949849602892418,9.11,21104719872.0
PAC,288.55999755859375,-0.2937030830862433,3.05,14605522944.0
L,108.3499984741211,-0.28529834119302777,0.23,22391564288.0
MSFT,398.4599914550781,-0.28528894670291405,0.91,2961505255424.0
WELL,208.00999450683594,-0.27805831594874497,1.42,145139499008.0
AVB,177.57000732421875,-0.2751826581451907,4.0,25143015424.0
WM,233.4199981689453,-0.2734339042656028,1.41,94146633728.0
ROK,395.3800048828125,-0.27240745486117873,1.39,44453834752.0
RCI,38.220001220703125,-0.26095635416876134,3.84,20798570496.0
MGA,66.66999816894531,-0.25433599380516875,2.96,18831843328.0
SWK,89.61000061035156,-0.24490840055518007,3.7,13879241728.0
BPYPP,16.3700008392334,-0.24374776691432365,9.9,10817837056.0
TLK,20.829999923706055,-0.23945995723263797,6.16,20634658816.0
MCD,327.1099853515625,-0.23789358078236833,2.27,233427124224.0
JPM,308.04998779296875,-0.23641783444979755,1.94,838592888832.0
HBAN,17.850000381469727,-0.22358306061125566,3.47,36231794688.0
AEIS,320.6400146484375,-0.21783210849267912,0.12,12104478720.0
PCAR,124.9000015258789,-0.21570396022694235,1.05,65622462464.0
MUFG,19.260000228881836,-0.2072487552326086,2.56,217869336576.0
BSY,34.16999816894531,-0.2044494920848935,0.82,10375068672.0
GIB,73.7300033569336,-0.2030236898491976,0.67,15843748864.0
SKM,31.790000915527344,-0.1883813664796387,4.39,12199471104.0
WTS,329.30999755859375,-0.18186963015833416,0.63,10983450624.0
EA,199.8800048828125,-0.17479441252289143,0.38,50020712448.0
HAS,101.0,-0.16803219533663524,2.77,14174039040.0
PSA,298.5,-0.16722408026755853,4.01,52388675584.0
GOOGL,302.8500061035156,-0.1582370652417014,0.28,3663576694784.0
HON,240.77000427246094,-0.1534358124425636,1.97,162247606272.0
BUD,78.7699966430664,-0.15211401636514327,1.65,153037029376.0
DG,151.7899932861328,-0.15130310476500392,1.55,33411840000.0
DCI,107.77999877929688,-0.13898038122373,1.11,12484316160.0
KDP,29.100000381469727,-0.1372649588761488,3.16,39534772224.0
WMG,29.209999084472656,-0.13675526676014957,2.6,15257731072.0
SNA,383.8699951171875,-0.1274821139164163,2.54,19964139520.0
GOOG,303.55999755859375,-0.12502628142399835,0.28,3672165318656.0
AMCR,49.529998779296875,-0.12099490442910275,5.24,22885122048.0
TECK,59.290000915527344,-0.11792401297922456,0.61,29022894080.0
BDX,182.47000122070312,-0.1149504398387052,2.3,66107990016.0
VLO,199.24000549316406,-0.11029841236229623,2.41,61894254592.0
VRSK,183.88999938964844,-0.09779319139877506,1.09,25692186624.0
SLB,51.540000915527344,-0.09691652822768752,2.29,77069385728.0
CDW,124.16999816894531,-0.09655060398912549,2.03,16273812480.0
NLY,22.979999542236328,-0.08695851201596468,12.17,16508531712.0
SSB,103.61000061035156,-0.07715481644423279,2.31,10414396416.0
FMX,112.12999725341797,-0.06238832150459824,5.9,38745088000.0
VRT,243.05999755859375,-0.06167885824283577,0.1,92994379776.0
HPQ,18.34000015258789,-0.05449715898608051,6.54,17142431744.0
CB,329.1600036621094,-0.039480360605828914,1.18,129541201920.0
MAA,135.07000732421875,-0.036995111586110074,4.53,16211586048.0
DKS,202.74000549316406,-0.034511151458135644,2.39,18240296960.0
CQP,59.31999969482422,-0.03370484953192173,5.56,28714000384.0
PKG,238.9499969482422,-0.03346936847393596,2.09,21500430336.0
RY,170.6999969482422,-0.02928436413341874,2.8,239822716928.0
AZN,208.6199951171875,-0.023962741264476634,1.54,323420127232.0
XYL,129.2100067138672,-0.023211682158634492,1.33,31475558400.0
NYT,75.48999786376953,-0.013247862556912252,1.22,12291191808.0
